966.0 689.0 15.0
689.0 966.0 1.0
296.0 306.0 17.5
306.0 307.0 17.5
307.0 665.0 25.0
665.0 899.0 17.5
899.0 1088.0 14.0
1088.0 1175.0 14.0
1175.0 1217.0 12.25
1217.0 1237.0 17.5
1237.0 1250.0 20.0
1250.0 1260.0 14.0
1260.0 1653.0 28.0
1653.0 2011.0 5.0
2011.0 2012.0 6.25
2012.0 2068.0 6.25
2068.0 2161.0 8.75
2161.0 2351.0 15.75
2351.0 2573.0 18.0
2573.0 2632.0 20.0
2632.0 2692.0 25.0
2692.0 2843.0 22.5
2843.0 3448.0 18.0
3448.0 3569.0 20.0
3569.0 3949.0 25.0
3949.0 4144.0 25.0
4144.0 4308.0 15.0
4308.0 4325.0 15.0
4325.0 4422.0 15.0
4422.0 4703.0 12.0
4703.0 4973.0 18.0
4973.0 5147.0 18.0
5147.0 5269.0 2.0
5269.0 5684.0 1.0
5684.0 5767.0 10.0
5767.0 5878.0 20.0
5878.0 5912.0 12.0
5912.0 5952.0 24.0
5952.0 6016.0 10.0
6016.0 6370.0 22.5
6370.0 6377.0 18.0
6377.0 6539.0 28.0
6539.0 6711.0 8.75
6711.0 6954.0 17.5
6954.0 7209.0 14.0
7209.0 7234.0 18.0
7234.0 7318.0 9.0
7318.0 7323.0 7.0
7323.0 7327.0 12.25
7327.0 7361.0 17.5
7361.0 7365.0 20.0
7365.0 7820.0 10.0
7820.0 7937.0 7.5
7937.0 7938.0 7.5
7938.0 7939.0 6.25
7939.0 7940.0 11.25
7940.0 8014.0 15.75
8014.0 8154.0 17.5
8154.0 8327.0 25.0
8327.0 8360.0 40.0
8360.0 8405.0 7.0
8405.0 8685.0 3.5
8685.0 8729.0 3.5
8729.0 8786.0 14.0
8786.0 8873.0 12.0
8873.0 8973.0 12.0
8973.0 27193.0 12.0
27193.0 27266.0 13.5
27266.0 27721.0 13.5
27721.0 31956.0 10.5
31956.0 32591.0 17.5
32591.0 296.0 1.0
1.0 62.0 1.75
62.0 110.0 2.5
110.0 150.0 20.0
150.0 151.0 18.0
151.0 236.0 18.0
236.0 260.0 20.0
260.0 261.0 2.5
261.0 266.0 0.5
266.0 318.0 5.0
318.0 333.0 25.0
333.0 349.0 22.5
349.0 356.0 20.25
356.0 364.0 20.25
364.0 380.0 4.5
380.0 457.0 5.0
457.0 480.0 10.0
480.0 497.0 8.0
497.0 524.0 14.0
524.0 527.0 17.5
527.0 534.0 22.5
534.0 553.0 9.0
553.0 588.0 4.0
588.0 589.0 8.0
589.0 653.0 12.0
653.0 733.0 13.5
733.0 858.0 15.75
858.0 914.0 14.0
914.0 953.0 18.0
953.0 1035.0 4.5
1035.0 1080.0 1.0
1080.0 1136.0 5.0
1136.0 1196.0 25.0
1196.0 1197.0 25.0
1197.0 1198.0 20.0
1198.0 1201.0 10.0
1201.0 1210.0 12.5
1210.0 1246.0 20.0
1246.0 1257.0 20.0
1257.0 1270.0 20.0
1270.0 1271.0 6.0
1271.0 1275.0 6.75
1275.0 1283.0 18.0
1283.0 1287.0 20.0
1287.0 1291.0 25.0
1291.0 1293.0 25.0
1293.0 1299.0 5.0
1299.0 1302.0 3.0
1302.0 1356.0 15.0
1356.0 1374.0 22.5
1374.0 1376.0 22.5
1376.0 1393.0 20.0
1393.0 1431.0 12.0
1431.0 1465.0 9.0
1465.0 1485.0 9.0
1485.0 1488.0 15.0
1488.0 1527.0 15.0
1527.0 1580.0 13.5
1580.0 1584.0 22.5
1584.0 1587.0 5.0
1587.0 1610.0 5.0
1610.0 1653.0 45.0
1653.0 1672.0 10.125
1672.0 1674.0 18.0
1674.0 1682.0 18.0
1682.0 1693.0 18.0
1693.0 1722.0 2.0
1722.0 1873.0 2.0
1873.0 1907.0 16.0
1907.0 1923.0 2.0
1923.0 1957.0 1.75
1957.0 1968.0 3.5
1968.0 2028.0 4.0
2028.0 2081.0 6.0
2081.0 2083.0 6.75
2083.0 2115.0 15.75
2115.0 2138.0 15.75
2138.0 2139.0 18.0
2139.0 2150.0 20.0
2150.0 2194.0 25.0
2194.0 2268.0 22.5
2268.0 2273.0 9.0
2273.0 2294.0 9.0
2294.0 2324.0 6.75
2324.0 2355.0 6.75
2355.0 2359.0 22.5
2359.0 2406.0 12.5
2406.0 2470.0 12.5
2470.0 2496.0 20.0
2496.0 2501.0 18.0
2501.0 2571.0 22.5
2571.0 2617.0 20.0
2617.0 2640.0 20.0
2640.0 2643.0 2.5
2643.0 2694.0 2.0
2694.0 2720.0 2.0
2720.0 2745.0 2.5
2745.0 2761.0 2.5
2761.0 2762.0 2.0
2762.0 2797.0 4.0
2797.0 2918.0 4.5
2918.0 2987.0 2.25
2987.0 3098.0 1.5
3098.0 3105.0 12.0
3105.0 3107.0 12.0
3107.0 3114.0 13.5
3114.0 3148.0 9.0
3148.0 3175.0 7.0
3175.0 3360.0 17.5
3360.0 3396.0 22.5
3396.0 3479.0 9.0
3479.0 3510.0 8.0
3510.0 3578.0 20.0
3578.0 3793.0 25.0
3793.0 3889.0 12.5
3889.0 3916.0 7.5
3916.0 3948.0 9.0
3948.0 3994.0 9.0
3994.0 4016.0 15.0
4016.0 4019.0 17.5
4019.0 4022.0 17.5
4022.0 4023.0 15.0
4023.0 4103.0 13.5
4103.0 4299.0 20.25
4299.0 4306.0 20.25
4306.0 4535.0 13.5
4535.0 4571.0 4.5
4571.0 4720.0 6.0
4720.0 4857.0 4.0
4857.0 4874.0 4.5
4874.0 4886.0 22.5
4886.0 4896.0 25.0
4896.0 4963.0 20.0
4963.0 4993.0 20.0
4993.0 4995.0 25.0
4995.0 5010.0 10.0
5010.0 5103.0 10.0
5103.0 5349.0 25.0
5349.0 5418.0 25.0
5418.0 5445.0 17.5
5445.0 5574.0 10.5
5574.0 5816.0 15.0
5816.0 5952.0 50.0
5952.0 5955.0 10.0
5955.0 6156.0 8.0
6156.0 6157.0 7.0
6157.0 6213.0 8.75
6213.0 6287.0 5.0
6287.0 6311.0 10.0
6311.0 6333.0 25.0
6333.0 6539.0 50.0
6539.0 6565.0 7.5
6565.0 6753.0 9.0
6753.0 6879.0 15.0
6879.0 6947.0 20.0
6947.0 7004.0 8.0
7004.0 7007.0 1.0
7007.0 7075.0 2.5
7075.0 7090.0 10.0
7090.0 7143.0 10.0
7143.0 7153.0 25.0
7153.0 7162.0 2.5
7162.0 7386.0 2.0
7386.0 7624.0 14.0
7624.0 8010.0 17.5
8010.0 8360.0 40.0
8360.0 8368.0 10.0
8368.0 8636.0 25.0
8636.0 8665.0 20.0
